chart_week,current_week,title,performer,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,valence,time_signature,duration_ms,genres
2023-12-02,7,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2023-12-02,8,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2023-12-02,9,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,0.599,0.651,-7.343,0.035,0.0486,0.126,100.001,0.153,4,229478,['pop']
2023-12-02,10,Water,Tyla,0.673,0.722,-3.495,0.0755,0.0856,0.137,117.187,0.519,4,200256,[]
2023-12-09,1,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2023-12-09,2,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2023-12-09,3,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2023-12-09,4,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2023-12-09,5,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2023-12-09,6,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2023-12-09,7,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2023-12-09,8,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2023-12-09,9,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2023-12-09,10,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2023-12-16,1,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2023-12-16,2,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2023-12-16,3,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2023-12-16,4,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2023-12-16,5,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2023-12-16,6,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2023-12-16,7,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2023-12-16,8,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2023-12-16,9,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2023-12-16,10,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2023-12-23,1,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2023-12-23,2,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2023-12-23,3,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2023-12-23,4,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2023-12-23,5,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2023-12-23,6,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2023-12-23,7,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2023-12-23,8,Sleigh Ride,The Ronettes,0.529,0.772,-7.013,0.0287,0.403,0.316,91.751,0.853,4,181267,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']"
2023-12-23,9,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2023-12-23,10,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,0.451,0.241,-14.014,0.0352,0.912,0.175,134.009,0.698,4,117147,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
2023-12-30,1,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2023-12-30,2,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2023-12-30,3,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2023-12-30,4,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2023-12-30,5,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2023-12-30,6,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2023-12-30,7,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2023-12-30,8,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,0.451,0.241,-14.014,0.0352,0.912,0.175,134.009,0.698,4,117147,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
2023-12-30,9,Feliz Navidad,Jose Feliciano,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,0.963,4,182067,"['latin pop', 'puerto rican pop']"
2023-12-30,10,Sleigh Ride,The Ronettes,0.529,0.772,-7.013,0.0287,0.403,0.316,91.751,0.853,4,181267,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']"
2024-01-06,1,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2024-01-06,2,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2024-01-06,3,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2024-01-06,4,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2024-01-06,5,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2024-01-06,6,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2024-01-06,7,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,0.451,0.241,-14.014,0.0352,0.912,0.175,134.009,0.698,4,117147,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
2024-01-06,8,Feliz Navidad,Jose Feliciano,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,0.963,4,182067,"['latin pop', 'puerto rican pop']"
2024-01-06,9,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-01-06,10,Sleigh Ride,The Ronettes,0.529,0.772,-7.013,0.0287,0.403,0.316,91.751,0.853,4,181267,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']"
2024-01-13,1,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-01-13,2,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-01-13,3,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-01-13,4,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2024-01-13,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-01-13,6,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-01-13,7,Water,Tyla,0.673,0.722,-3.495,0.0755,0.0856,0.137,117.187,0.519,4,200256,[]
2024-01-13,8,Last Night,Morgan Wallen,0.492,0.673,-5.431,0.0347,0.413,0.137,203.812,0.488,4,163855,['contemporary country']
2024-01-13,9,Fast Car,Luke Combs,0.712,0.603,-5.52,0.0262,0.186,0.115,97.994,0.67,4,265493,"['contemporary country', 'country']"
2024-01-13,10,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-01-20,1,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-01-20,2,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-01-20,3,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-01-20,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-01-20,5,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2024-01-20,6,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-01-20,7,Water,Tyla,0.673,0.722,-3.495,0.0755,0.0856,0.137,117.187,0.519,4,200256,[]
2024-01-20,8,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-01-20,9,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-01-20,10,Last Night,Morgan Wallen,0.492,0.673,-5.431,0.0347,0.413,0.137,203.812,0.488,4,163855,['contemporary country']
2024-01-27,1,"Yes, And?",Ariana Grande,0.787,0.775,-6.614,0.0548,0.19,0.113,118.998,0.787,4,214994,['pop']
2024-01-27,2,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-01-27,3,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-01-27,4,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-01-27,5,Redrum,21 Savage,0.625,0.733,-8.757,0.0488,0.00598,0.375,172.09,0.244,4,270698,"['atl hip hop', 'hip hop', 'rap']"
2024-01-27,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-01-27,7,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2024-01-27,8,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-01-27,9,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-01-27,10,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",0.681,0.758,-6.524,0.188,0.00465,0.555,165.409,0.331,4,220584,"['atl hip hop', 'hip hop', 'rap']"
2024-02-03,1,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-02-03,2,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-02-03,3,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-02-03,4,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-02-03,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-02-03,6,"Yes, And?",Ariana Grande,0.787,0.775,-6.614,0.0548,0.19,0.113,118.998,0.787,4,214994,['pop']
2024-02-03,7,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-02-03,8,Paint The Town Red,Doja Cat,0.868,0.538,-8.603,0.174,0.269,0.0901,99.968,0.732,4,231750,"['dance pop', 'pop']"
2024-02-03,9,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-02-03,10,Redrum,21 Savage,0.625,0.733,-8.757,0.0488,0.00598,0.375,172.09,0.244,4,270698,"['atl hip hop', 'hip hop', 'rap']"
2024-02-10,1,Hiss,Megan Thee Stallion,0.745,0.663,-5.056,0.423,0.078,0.213,167.137,0.686,4,192819,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']"
2024-02-10,2,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-02-10,3,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-02-10,4,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-02-10,5,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-02-10,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-02-10,7,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-02-10,8,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-02-10,9,Redrum,21 Savage,0.625,0.733,-8.757,0.0488,0.00598,0.375,172.09,0.244,4,270698,"['atl hip hop', 'hip hop', 'rap']"
2024-02-10,10,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-02-17,1,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-02-17,2,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-02-17,3,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-02-17,4,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-02-17,5,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-02-17,6,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-02-17,7,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-02-17,8,Fast Car,Luke Combs,0.712,0.603,-5.52,0.0262,0.186,0.115,97.994,0.67,4,265493,"['contemporary country', 'country']"
2024-02-17,9,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-02-17,10,Flowers,Miley Cyrus,0.706,0.691,-4.775,0.0633,0.0584,0.0232,118.048,0.632,4,200600,['pop']
2024-02-24,1,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-02-24,2,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-02-24,3,Carnival,¥$: Kanye West & Ty Dolla $ign,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-02-24,4,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-02-24,5,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-02-24,6,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-02-24,7,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-02-24,8,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-02-24,9,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-02-24,10,Stick Season,Noah Kahan,0.664,0.5,-6.935,0.0651,0.799,0.0966,117.896,0.801,4,182347,['pov: indie']
2024-03-02,1,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-03-02,2,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-03-02,3,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-03-02,4,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-03-02,5,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-03-02,6,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-03-02,7,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-03-02,8,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-03-02,9,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-03-02,10,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-03-09,1,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-03-09,2,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-03-09,3,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-03-09,4,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-03-09,5,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-03-09,6,Saturn,SZA,0.411,0.619,-6.834,0.0368,0.62,0.11,177.937,0.337,4,186192,"['pop', 'r&b', 'rap']"
2024-03-09,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-03-09,8,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-03-09,9,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-03-09,10,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-03-16,1,Carnival,¥$: Kanye West & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-03-16,2,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-03-16,3,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-03-16,4,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-03-16,5,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-03-16,6,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-03-16,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-03-16,8,Snooze,SZA,0.559,0.551,-7.231,0.132,0.141,0.11,143.008,0.392,4,201800,"['pop', 'r&b', 'rap']"
2024-03-16,9,Agora Hills,Doja Cat,0.75,0.674,-6.128,0.097,0.228,0.122,123.026,0.392,4,265360,"['dance pop', 'pop']"
2024-03-16,10,Cruel Summer,Taylor Swift,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,0.564,4,178427,['pop']
2024-03-23,1,We Can't Be Friends (Wait For Your Love),Ariana Grande,0.582,0.285,-8.632,0.0352,0.855,0.0797,115.857,0.362,4,222442,['pop']
2024-03-23,2,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-03-23,3,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-03-23,4,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-03-23,5,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-03-23,6,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-03-23,7,Act II: Date @ 8,4Batz Featuring Drake,0.55,0.545,-9.304,0.163,0.318,0.0608,102.469,0.412,4,231339,[]
2024-03-23,8,Greedy,Tate McRae,0.749,0.729,-3.19,0.0321,0.261,0.113,111.004,0.816,1,131872,['pop']
2024-03-23,9,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
2024-03-23,10,"Yes, And?",Ariana Grande,0.787,0.775,-6.614,0.0548,0.19,0.113,118.998,0.787,4,214994,['pop']
2024-03-30,1,Lose Control,Teddy Swims,0.561,0.604,-4.409,0.0337,0.199,0.104,159.92,0.242,3,210689,[]
2024-03-30,2,Beautiful Things,Benson Boone,0.472,0.471,-5.692,0.0603,0.151,0.14,105.029,0.219,3,180304,['singer-songwriter pop']
2024-03-30,3,We Can't Be Friends (Wait For Your Love),Ariana Grande,0.582,0.285,-8.632,0.0352,0.855,0.0797,115.857,0.362,4,222442,['pop']
2024-03-30,4,Lovin On Me,Jack Harlow,0.943,0.558,-4.911,0.0568,0.0026,0.0937,104.983,0.606,4,138411,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2024-03-30,5,Carnival,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,0.594,0.811,-5.746,0.159,0.189,0.339,148.144,0.311,4,264324,[]
2024-03-30,6,Texas Hold 'Em,Beyonce,0.727,0.711,-6.549,0.078,0.582,0.158,110.012,0.375,4,233457,"['pop', 'r&b']"
2024-03-30,7,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,0.429,0.453,-7.746,0.0459,0.554,0.102,77.639,0.155,4,227196,['classic oklahoma country']
