chart_week,current_week,title,performer,danceability,energy,loudness,speechiness,acousticness,liveness,tempo,valence,time_signature,duration_ms,genres
2022-01-01,1,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2022-01-01,2,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2022-01-01,3,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2022-01-01,4,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2022-01-01,5,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-01-01,6,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2022-01-01,7,Last Christmas,Wham!,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,0.947,4,262960,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
2022-01-01,8,Feliz Navidad,Jose Feliciano,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,0.963,4,182067,"['latin pop', 'puerto rican pop']"
2022-01-01,9,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-01-01,10,Sleigh Ride,The Ronettes,0.529,0.772,-7.013,0.0287,0.403,0.316,91.751,0.853,4,181267,"['brill building pop', 'classic girl group', 'motown', 'rock-and-roll']"
2022-01-08,1,All I Want For Christmas Is You,Mariah Carey,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,0.35,4,241107,"['dance pop', 'pop', 'urban contemporary']"
2022-01-08,2,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-01-08,3,Rockin' Around The Christmas Tree,Brenda Lee,0.598,0.47,-8.744,0.0496,0.617,0.505,67.086,0.879,4,126267,"['adult standards', 'lounge', 'rockabilly']"
2022-01-08,4,Jingle Bell Rock,Bobby Helms,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,0.806,4,130973,[]
2022-01-08,5,A Holly Jolly Christmas,Burl Ives,0.682,0.375,-13.056,0.0303,0.579,0.076,140.453,0.888,4,135533,"['adult standards', 'american folk revival']"
2022-01-08,6,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-01-08,7,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-01-08,8,It's The Most Wonderful Time Of The Year,Andy Williams,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,0.776,3,151933,"['adult standards', 'easy listening']"
2022-01-08,9,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-01-08,10,Feliz Navidad,Jose Feliciano,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,0.963,4,182067,"['latin pop', 'puerto rican pop']"
2022-01-15,1,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-01-15,2,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-01-15,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-01-15,4,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-01-15,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-01-15,6,Industry Baby,Lil Nas X & Jack Harlow,0.736,0.704,-7.409,0.0615,0.0203,0.0501,149.995,0.894,4,212000,['lgbtq+ hip hop']
2022-01-15,7,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-01-15,8,Bad Habits,Ed Sheeran,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,0.537,4,230747,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-01-15,9,Need To Know,Doja Cat,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,0.194,4,210560,"['dance pop', 'pop']"
2022-01-15,10,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-01-22,1,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-01-22,2,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-01-22,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-01-22,4,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-01-22,5,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-01-22,6,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-01-22,7,Pushin P,Gunna & Future Featuring Young Thug,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,0.488,1,136267,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2022-01-22,8,Need To Know,Doja Cat,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,0.194,4,210560,"['dance pop', 'pop']"
2022-01-22,9,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-01-22,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-01-29,1,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-01-29,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-01-29,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-01-29,4,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-01-29,5,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-01-29,6,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-01-29,7,Pushin P,Gunna & Future Featuring Young Thug,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,0.488,1,136267,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2022-01-29,8,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-01-29,9,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-01-29,10,Surface Pressure,Jessica Darrow,0.65,0.584,-8.286,0.307,0.0174,0.042,180.088,0.37,4,202227,['movie tunes']
2022-02-05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-02-05,2,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-02-05,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-02-05,4,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-02-05,5,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-02-05,6,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-02-05,7,Pushin P,Gunna & Future Featuring Young Thug,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,0.488,1,136267,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2022-02-05,8,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-02-05,9,Surface Pressure,Jessica Darrow,0.65,0.584,-8.286,0.307,0.0174,0.042,180.088,0.37,4,202227,['movie tunes']
2022-02-05,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-02-12,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-02-12,2,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-02-12,3,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-02-12,4,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-02-12,5,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-02-12,6,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-02-12,7,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-02-12,8,Surface Pressure,Jessica Darrow,0.65,0.584,-8.286,0.307,0.0174,0.042,180.088,0.37,4,202227,['movie tunes']
2022-02-12,9,Pushin P,Gunna & Future Featuring Young Thug,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,0.488,1,136267,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2022-02-12,10,Need To Know,Doja Cat,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,0.194,4,210560,"['dance pop', 'pop']"
2022-02-19,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-02-19,2,Do We Have A Problem?,Nicki Minaj X Lil Baby,0.842,0.505,-8.627,0.402,0.472,0.117,119.993,0.538,4,207065,"['hip pop', 'pop', 'queens hip hop', 'rap']"
2022-02-19,3,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-02-19,4,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-02-19,5,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-02-19,6,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-02-19,7,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-02-19,8,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-02-19,9,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-02-19,10,Surface Pressure,Jessica Darrow,0.65,0.584,-8.286,0.307,0.0174,0.042,180.088,0.37,4,202227,['movie tunes']
2022-02-26,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-02-26,2,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-02-26,3,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-02-26,4,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-02-26,5,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-02-26,6,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-02-26,7,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-02-26,8,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-02-26,9,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-02-26,10,Pushin P,Gunna & Future Featuring Young Thug,0.773,0.422,-4.572,0.187,0.00783,0.129,77.502,0.488,1,136267,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2022-03-05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-03-05,2,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-03-05,3,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-03-05,4,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-03-05,5,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-03-05,6,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-03-05,7,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-03-05,8,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-05,9,Bad Habits,Ed Sheeran,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,0.537,4,230747,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-05,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-03-12,1,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-03-12,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-03-12,3,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-03-12,4,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-03-12,5,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-03-12,6,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-03-12,7,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-03-12,8,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-12,9,Bad Habits,Ed Sheeran,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,0.537,4,230747,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-12,10,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.796,0.798,-6.312,0.0317,0.034,0.0952,116.032,0.942,4,202735,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
2022-03-19,1,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-03-19,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-03-19,3,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-03-19,4,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-03-19,5,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-03-19,6,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-03-19,7,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-03-19,8,Bad Habits,Ed Sheeran,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,0.537,4,230747,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-19,9,Shivers,Ed Sheeran,0.788,0.859,-2.724,0.0856,0.281,0.0424,141.02,0.822,4,207853,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-03-19,10,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-03-26,1,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-03-26,2,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-03-26,3,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-03-26,4,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-03-26,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-03-26,6,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-03-26,7,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-03-26,8,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-03-26,9,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-03-26,10,Bad Habits,Ed Sheeran,0.807,0.893,-3.745,0.0347,0.0451,0.366,126.011,0.537,4,230747,"['pop', 'singer-songwriter pop', 'uk pop']"
2022-04-02,1,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-04-02,2,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-04-02,3,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-04-02,4,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-04-02,5,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-04-02,6,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-04-02,7,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-04-02,8,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-04-02,9,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
2022-04-02,10,Easy On Me,Adele,0.604,0.366,-7.519,0.0282,0.578,0.133,141.981,0.13,4,224695,"['british soul', 'pop', 'pop soul', 'uk pop']"
2022-04-09,1,Heat Waves,Glass Animals,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,0.531,4,238805,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']"
2022-04-09,2,Stay,The Kid LAROI & Justin Bieber,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,0.478,4,141806,['australian hip hop']
2022-04-09,3,Big Energy,Latto,0.935,0.807,-3.838,0.114,0.0514,0.349,106.017,0.813,4,173182,['trap queen']
2022-04-09,4,Super Gremlin,Kodak Black,0.825,0.414,-6.634,0.144,0.00265,0.357,72.993,0.106,4,200548,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']"
2022-04-09,5,Enemy,Imagine Dragons X JID,0.728,0.783,-4.424,0.266,0.237,0.434,77.011,0.555,4,173381,"['modern rock', 'pop', 'rock']"
2022-04-09,6,Ghost,Justin Bieber,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,0.441,4,153190,"['canadian pop', 'pop']"
2022-04-09,7,abcdefu,GAYLE,0.695,0.54,-5.692,0.0493,0.299,0.367,121.932,0.415,4,168602,"['alt z', 'modern alternative pop']"
2022-04-09,8,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0.577,0.45,-8.516,0.0834,0.357,0.111,205.863,0.83,4,216120,['movie tunes']
2022-04-09,9,Thats What I Want,Lil Nas X,0.737,0.846,-4.51,0.22,0.00614,0.0486,87.981,0.546,4,143901,['lgbtq+ hip hop']
2022-04-09,10,Woman,Doja Cat,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,0.881,4,172627,"['dance pop', 'pop']"
